acceptability,affectedness,answer,comprehension,hasQuestion,id,live_row,offline,practice,question,response,sentence,subject_nr,type,catalan,latin
0,no,0,0,0,24,75,no,no,0,"[0.570610523223877, 2.0169336795806885, 0.478715181350708, 0.6863291263580322, 0.35257387161254883, 1.0662591457366943, 0.24892425537109375, 0.8882524967193604, 0.30785346031188965, 0.3367941379547119, 0.4349946975708008]",Coral guió a la turista en el palacio en una hora.,23,0,0,0
0,no,0,0,0,10,76,no,no,0,"[0.6632208824157715, 0.36564111709594727, 0.36931943893432617, 0.2911033630371094, 1.7418386936187744, 0.2798469066619873, 0.6216797828674316, 0.4109034538269043, 0.6024086475372314, 0.3166215419769287, 0.4468114376068115]",Mateo eliminó a la rehén en el banco en pocos segundos.,23,0,0,0
0,no,0,0,0,100,77,no,no,0,"[1.5283677577972412, 0.30109453201293945, 2.0629096031188965, 0.941270112991333, 1.139970064163208, 2.4976394176483154, 0.19277548789978027, 0.4391772747039795, 0.3446981906890869, 0.47476696968078613]",El avión aterrizó sin problemas en el aeropuerto de Madrid.,23,2,0,0
0,no,0,0,0,100,78,no,no,0,"[0.8773834705352783, 0.35288333892822266, 1.2845475673675537, 0.43124842643737793, 0.3823232650756836, 0.3894474506378174, 0.2703239917755127, 0.5245141983032227, 0.30695080757141113, 0.31861209869384766, 0.8074305057525635]",Me encontré inesperadamente a Paula en el tren de las siete.,23,1,0,0
0,no,0,0,0,20,79,no,no,0,"[0.7039825916290283, 0.36931467056274414, 0.37470173835754395, 1.2799046039581299, 0.3006420135498047, 0.2809937000274658, 0.7770569324493408, 0.23974299430847168, 0.4806857109069824, 0.9901816844940186]",Claudia maltrató la compañera en la casa durante varios años.,23,3,0,0
0,no,SI,A,1,37,80,no,no,Isabel miraba por la ventana.,"[0.985654354095459, 0.46817684173583984, 0.28792619705200195, 0.2774803638458252, 0.9767088890075684, 0.30881810188293457, 0.3516807556152344, 0.6568031311035156, 0.2950115203857422, 0.3166542053222656, 1.0944561958312988]",Isabel vió a una estudiante desde su ventana durante una mañana.,23,1,0,0
0,no,0,0,0,40,81,no,no,0,"[0.7374634742736816, 0.40988588333129883, 0.32164573669433594, 0.20403528213500977, 0.3796377182006836, 0.27339768409729004, 0.35799503326416016, 0.29692602157592773, 1.2171101570129395, 0.32813453674316406, 0.4217233657836914]",Adrián percibió a una mujer detrás de él durante algunos minutos.,23,1,0,0
0,no,0,0,0,100,82,no,no,0,"[0.7167096138000488, 0.26624345779418945, 0.33693456649780273, 0.291257381439209, 0.597689151763916, 0.2599208354949951, 0.4999721050262451, 0.40247368812561035, 0.360781192779541, 1.2382946014404297]",Los pájaros vuelan alto sobre los árboles en primavera alegre.,23,2,0,0
0,no,No,E,1,100,83,no,no,El bebé dormía plácidamente.,"[1.5309808254241943, 0.44243693351745605, 0.33661556243896484, 1.437962532043457, 0.2042386531829834, 0.3767092227935791, 0.19595599174499512, 0.4629099369049072, 0.281141996383667, 0.47045183181762695]",El bebé lloraba constantemente durante la noche sin razón aparente.,23,2,0,0
0,no,0,0,0,101,84,no,no,0,"[0.738168478012085, 0.28563570976257324, 0.96952223777771, 0.21936893463134766, 0.3622918128967285, 0.340221643447876, 1.1011290550231934, 0.3438706398010254, 0.9182257652282715]",Pedro devolvió el libro la biblioteca el lunes pasado.,23,0,0,0
0,no,0,0,0,35,85,no,no,0,"[0.5074176788330078, 0.3516960144042969, 0.3234543800354004, 0.3233523368835449, 0.41194796562194824, 0.33589935302734375, 0.48041272163391113, 0.3953993320465088, 0.41689491271972656, 0.4696965217590332]",Carlos vigiló la operación en la habitación durante unas horas.,23,5,0,0
0,no,NO,E,1,101,86,no,no,El avión despegó con retraso.,"[0.9631059169769287, 0.4609689712524414, 1.1186771392822266, 2.2361624240875244, 0.30046725273132324, 0.20979571342468262, 1.5074028968811035, 0.22518253326416016, 0.3525056838989258, 0.5072760581970215]",El avión despegó puntualmente a la siete de la mañana.,23,1,0,0
0,no,0,0,0,100,87,no,no,0,"[0.5353355407714844, 0.8850266933441162, 0.250995397567749, 0.5716023445129395, 1.460805892944336, 0.22567057609558105, 0.3600199222564697, 0.2037796974182129, 0.421647310256958, 0.27562403678894043, 0.6935427188873291]",El técnico reparó el ordenador a un cliente en la tienda.,23,0,0,0
0,no,0,0,0,100,88,no,no,0,"[0.662567138671875, 0.30831384658813477, 0.24573898315429688, 0.38129639625549316, 0.3121821880340576, 0.37773990631103516, 0.29768872261047363, 0.41736936569213867, 0.33231115341186523, 0.6530447006225586]",Vamos caminando todos los días a pie hasta el colegio.,23,1,0,0
0,no,0,0,0,38,89,no,no,0,"[2.055262327194214, 1.0156588554382324, 0.27621030807495117, 0.7944827079772949, 0.23164582252502441, 0.24621057510375977, 0.5326821804046631, 0.3237156867980957, 0.3027811050415039, 0.45223045349121094]",Unai amó la vida en su pueblo durante varios años.,23,5,0,0
0,no,0,0,0,101,90,no,no,0,"[0.6094777584075928, 0.36221981048583984, 0.2901272773742676, 1.0996038913726807, 0.23139023780822754, 0.2772510051727295, 0.36000800132751465, 0.31041836738586426, 0.8235654830932617]",La película empiezan exactamente a las ocho en punto.,23,1,0,0
0,no,0,0,0,100,91,no,no,0,"[1.3206934928894043, 0.46877264976501465, 0.3423197269439697, 0.4370458126068115, 0.3540976047515869, 0.5660626888275146, 0.3594343662261963, 0.3525552749633789, 0.3235929012298584, 0.8348042964935303]",El anciano hablaba a solas consigo mismo en el jardín.,23,1,0,0
0,no,NO,E,1,46,92,no,no,Alejandro estaba en el centro comercial.,"[0.942328929901123, 1.1549899578094482, 0.4052729606628418, 0.36685919761657715, 1.8456010818481445, 0.3292269706726074, 0.2844541072845459, 0.5647709369659424, 0.25379443168640137, 0.32266736030578613, 0.44443416595458984]",Alejandro identificó a una agresora en el aeropuerto en dos horas.,23,1,0,0
0,no,SI,A,1,100,93,no,no,Ana escribió la carta desde la playa.,"[0.6878933906555176, 0.28354406356811523, 0.969048023223877, 0.3542201519012451, 0.328723669052124, 0.2644672393798828, 0.7533917427062988, 0.28000664710998535, 0.3859543800354004, 0.6295933723449707]",Ana escribió una carta a su abuela desde la playa.,23,0,0,0
0,no,NO,E,1,25,94,no,no,Pedro observó durante unos minutos.,"[0.6053674221038818, 0.42122793197631836, 0.282573938369751, 0.23399615287780762, 0.40247583389282227, 0.3113439083099365, 0.2575819492340088, 1.3582630157470703, 0.2620692253112793, 0.4297456741333008]",Pedro observó la planta en la oficina durante una hora.,23,5,0,0
0,no,0,0,0,100,95,no,no,0,"[0.8075954914093018, 0.33907270431518555, 0.3780665397644043, 0.2613818645477295, 0.4990255832672119, 0.34647631645202637, 0.34844422340393066, 0.44104623794555664, 0.2955448627471924, 0.6234819889068604]",Estuvieron caminando a la orilla del mar toda la tarde.,23,1,0,0
0,no,SI,A,1,41,96,no,no,Emma pasó semanas investigando.,"[0.7637345790863037, 0.3332092761993408, 0.355454683303833, 0.20847463607788086, 0.9855952262878418, 0.2600533962249756, 0.9096853733062744, 1.3614859580993652, 0.26926374435424805, 0.45104241371154785]",Emma investigó la empresaria en la ciudad durante varias semanas.,23,3,0,0
0,no,0,0,0,43,97,no,no,0,"[0.5139222145080566, 0.33661341667175293, 0.37535691261291504, 0.4931156635284424, 0.28220582008361816, 0.729710578918457, 0.3652486801147461, 0.3186910152435303, 0.2838432788848877, 0.35767555236816406, 0.8727207183837891]",Sofía conoció a una chica en el colegio en dos días.,23,1,0,0
0,no,0,0,0,47,98,no,no,0,"[0.649237871170044, 0.4083595275878906, 0.22290396690368652, 0.31183505058288574, 1.4142906665802002, 0.26462578773498535, 0.2709660530090332, 1.0844626426696777, 0.22207260131835938, 0.8436791896820068]",Marta descartó una aspirante en la selección en un día.,23,4,0,0
0,no,SI,A,1,100,99,no,no,El gato está sobre la manta cerca del sofá.,"[1.5308146476745605, 0.20416975021362305, 0.4151144027709961, 0.27251100540161133, 0.3821280002593994, 0.25181126594543457, 0.40012574195861816, 0.3401355743408203, 0.33243608474731445, 0.632305383682251]",El gato duerme tranquilo sobre la manta cerca del sofá.,23,2,0,0
0,no,SI,A,1,22,100,no,no,Hubo un asedio en la región.,"[0.8378486633300781, 0.3577563762664795, 1.5361168384552002, 0.2506141662597656, 2.1481451988220215, 0.2579050064086914, 0.5666389465332031, 0.32204365730285645, 0.455716609954834, 0.5438611507415771]",Carla asedió una contrincante en la región durante bastante tiempo.,23,4,0,0
0,no,NO,E,1,100,101,no,no,El coche era azul.,"[2.14410138130188, 1.1559689044952393, 0.3504765033721924, 0.42351508140563965, 0.6004745960235596, 0.9808576107025146, 0.3443117141723633, 0.4223785400390625, 0.40427637100219727, 0.6654689311981201]",El coche rojo aparcó frente a la casa de Marta.,23,2,0,0
0,no,0,0,0,101,102,no,no,0,"[0.5726573467254639, 0.5023794174194336, 0.30788373947143555, 0.5334270000457764, 0.25528383255004883, 1.9541125297546387, 0.21878457069396973, 0.3479783535003662, 0.2155013084411621, 0.7085576057434082]",El jefe convocó urgentemente a reunión a todos el empleados.,23,1,0,0
0,no,SI,E,1,27,103,no,no,Felipe es presentador de teatro.,"[0.8320631980895996, 0.2764298915863037, 0.40909624099731445, 0.315354585647583, 0.40398573875427246, 0.9385185241699219, 0.27684950828552246, 2.0538737773895264, 0.27614426612854004, 0.6000134944915771, 1.3333289623260498]",Felipe anunció a la actuación en el escenario en cinco minutos.,23,2,0,0
0,no,SI,A,1,100,104,no,no,Ana estaba en la biblioteca.,"[4.224906921386719, 1.2026476860046387, 1.0361042022705078, 0.34741854667663574, 0.5288739204406738, 0.6831252574920654, 0.32835865020751953, 0.45874977111816406, 0.30145740509033203, 0.704181432723999]",Nos encontramos con Ana después de clase en la biblioteca.,23,2,0,0
0,no,SI,A,1,100,105,no,no,Laura se fue a Inglaterra.,"[1.2302839756011963, 0.3026721477508545, 0.35874199867248535, 0.3127884864807129, 0.9439697265625, 0.3164825439453125, 0.6877045631408691, 0.37430715560913086, 0.5603022575378418, 1.946007251739502]",Laura se fue de vacaciones a Londres la semana pasada.,23,1,0,0
4,no,0,0,0,100,0,yes,yes,0,0,La conferencia empezará con puntualidad a las diez y media.,23,1,0,0
4,no,0,0,0,100,1,yes,yes,0,0,Los niños corrieron a la plaza con sus amigos.,23,1,0,0
4,no,NO,0,1,100,2,yes,yes,Llegaron a la universidad cuando ya estaba cerrada.,0,Los estudiantes llegaron a la universidad antes de que cerrara.,23,1,0,0
4,no,0,0,0,100,3,yes,yes,0,0,El ladrón escapó a toda prisa por la puerta trasera.,23,1,0,0
4,no,0,0,0,40,0,yes,no,0,0,Adrián percibió a la mujer detrás de él durante algunos minutos.,23,0,0,0
2,no,0,0,0,7,1,yes,no,0,0,Tomás empujó la silla a la puerta en pocos segundos.,23,5,0,0
1,no,SI,0,1,41,2,yes,no,Emma pasó semanas investigando.,0,Emma investigó una empresaria en la ciudad durante varias semanas.,23,4,0,0
1,no,0,0,0,42,3,yes,no,0,0,Ismael encontró una conocida en la carretera en pocas horas.,23,4,0,0
4,no,0,0,0,35,4,yes,no,0,0,Carlos vigiló a la niña en la habitación durante unas horas.,23,0,0,0
1,no,SI,0,1,8,5,yes,no,Helena estaba en el patio.,0,Helena colgó una criminal en el patio en cinco minutos.,23,4,0,0
1,no,0,0,0,23,6,yes,no,0,0,Daniel remolcó a la enferma en la calle durante algunos minutos.,23,0,0,0
4,no,NO,0,1,25,7,yes,no,Pedro observó durante unos minutos.,0,Pedro observó a la secretaria en la oficina durante una hora.,23,0,0,0
4,no,0,0,0,26,8,yes,no,0,0,Juan escuchó la alarma en el balcón durante una noche.,23,5,0,0
0,no,SI,0,1,28,9,yes,no,Anna estaba en la escuela.,0,Anna comprendió una maestra en la escuela en dos minutos.,23,4,0,0
0,no,SI,0,1,32,10,yes,no,Martin estaba en el hospital.,0,Martín buscó a una médica en el hospital durante dos horas.,23,1,0,0
4,no,SI,0,1,15,11,yes,no,Lucia estaba en un bar.,0,Lucía destrozó la mesa en el bar en diez minutos.,23,5,0,0
2,no,0,0,0,20,12,yes,no,0,0,Claudia maltrató a la compañera en la casa durante varios años.,23,0,0,0
1,no,NO,0,1,6,13,yes,no,El beso tuvo lugar en un museo.,0,Francisco besó la novia en la iglesia durante unos segundos.,23,3,0,0
1,no,0,0,0,47,14,yes,no,0,0,Marta descartó la aspirante en la selección en un día.,23,3,0,0
0,no,0,0,0,29,15,yes,no,0,0,Alfonso miró una granjera en la colina durante dos horas.,23,4,0,0
0,no,0,0,0,44,16,yes,no,0,0,Martín detectó a la enfermedad en el hospital en dos minutos.,23,2,0,0
0,no,0,0,0,4,17,yes,no,0,0,Jorge arrolló la ciclista en la calle en un segundo.,23,3,0,0
0,no,NO,0,1,12,18,yes,no,El combate duró varias horas.,0,Paula abatió la contrincante en el ring en pocos minutos.,23,3,0,0
3,no,NO,0,1,34,19,yes,no,Carmen vio una representación teatral.,0,Carmen odió a la vendedora en el cine durante la película.,23,0,0,0
4,no,NO,0,1,1,20,yes,no,Carlos tardó mucho en hacer el asalto.,0,Carlos asaltó a la conductora en el barrio en pocos instantes.,23,0,0,0
4,no,0,0,0,33,21,yes,no,0,0,Marco imaginó la fiesta en la playa durante dos minutos.,23,5,0,0
4,no,0,0,0,17,22,yes,no,0,0,Luis zarandeó a una mujer en la casa durante algunos minutos.,23,1,0,0
4,no,SI,0,1,22,23,yes,no,Hubo un asedio en la región.,0,Carla asedió a la contrincante en la región durante bastante tiempo.,23,0,0,0
0,no,0,0,0,43,24,yes,no,0,0,Sofía conoció la chica en el colegio en dos días.,23,3,0,0
3,no,0,0,0,21,25,yes,no,0,0,Hugo apaleó la muñeca en la calle durante varios minutos.,23,5,0,0
0,no,0,0,0,36,26,yes,no,0,0,Irene oyó a la discusión en la sala durante una noche.,23,2,0,0
4,no,SI,0,1,27,27,yes,no,Felipe es presentador de teatro.,0,Felipe anunció la actuación en el escenario en cinco minutos.,23,5,0,0
0,no,NO,0,1,2,28,yes,no,La acción tuvo lugar en el parque.,0,Simón pateó una jugadora en la cancha en un instante.,23,4,0,0
4,no,NO,0,1,31,29,yes,no,Miguel tuvo que esperar una semana.,0,Miguel recibió a una invitada en la casa en un día.,23,1,0,0
0,no,SI,0,1,39,30,yes,no,Valeria fue a un concierto.,0,Valeria admiró la cantante en el teatro durante el concierto.,23,3,0,0
0,no,SI,0,1,0,31,yes,no,La acción tuvo lugar en la calle.,0,Juan golpeó una actriz en la calle en diez segundos.,23,4,0,0
4,no,0,0,0,30,32,yes,no,0,0,Carlos esperó a una profesora en la esquina durante una hora.,23,1,0,0
4,no,NO,0,1,16,33,yes,no,La guerra duró más de dos años.,0,Valentina venció a una adversaria en la guerra en dos años.,23,1,0,0
4,no,0,0,0,13,34,yes,no,0,0,Martina atropelló la carreta en el aparcamiento en pocos minutos.,23,5,0,0
4,no,0,0,0,10,35,yes,no,0,0,Mateo eliminó a una rehén en el banco en pocos segundos.,23,1,0,0
1,no,0,0,0,48,36,yes,no,0,0,Samuel descubrió a la tabla en el museo en pocas horas.,23,2,0,0
0,no,0,0,0,19,37,yes,no,0,0,Lucas arrastró una víctima en la calle por un tiempo.,23,4,0,0
1,no,SI,0,1,14,38,yes,no,Helena estaba en un campo de fútbol.,0,Helena derribó a la barrera en el campo durante el partido.,23,2,0,0
0,no,NO,0,1,46,39,yes,no,Alejandro estaba en el centro comercial.,0,Alejandro identificó la agresora en el aeropuerto en dos horas.,23,3,0,0
1,no,SI,0,1,3,40,yes,no,Lo que Pedro hizo fue un secuestro.,0,Pablo secuestró a la camioneta en el aeropuerto durante una hora.,23,2,0,0
4,no,0,0,0,5,41,yes,no,0,0,Manuel abrazó a una señora en el parque en pocos instantes.,23,1,0,0
4,no,NO,0,1,18,42,yes,no,María iba en bicicleta.,0,María transportó a una mochilera en la furgoneta durante un día.,23,1,0,0
4,no,SI,0,1,9,43,yes,no,Había fuego en la plaza.,0,Carlos quemó a la bruja en la plaza en pocos minutos.,23,0,0,0
3,no,0,0,0,49,44,yes,no,0,0,Alba mencionó a la ciudad en el teatro tras varios minutos.,23,2,0,0
0,no,0,0,0,24,45,yes,no,0,0,Coral guió la decisión en el palacio en una hora.,23,5,0,0
0,no,SI,0,1,37,46,yes,no,Isabel miraba por la ventana.,0,Isabel vió a la tormenta desde su ventana durante una mañana.,23,2,0,0
1,no,0,0,0,38,47,yes,no,0,0,Unai amó la jovencita en su pueblo durante varios años.,23,3,0,0
4,no,0,0,0,11,48,yes,no,0,0,Valeria neutralizó la bomba en la frontera en cinco minutos.,23,5,0,0
1,no,0,0,0,45,49,yes,no,0,0,Gabriela localizó a la bodega en la ciudad en dos minutos.,23,2,0,0
4,yes,0,0,0,45,0,yes,no,0,0,Lo que Sofía hizo a la chica fue conocerla.,23,6,0,0
4,yes,0,0,0,45,1,yes,no,0,0,Lo que Maria hizo a la mochilera fue transportarla.,23,6,0,0
4,yes,0,0,0,45,2,yes,no,0,0,Lo que Carlos hizo a la niña fue vigilarla.,23,6,0,0
4,yes,0,0,0,45,3,yes,no,0,0,Lo que Alejandro hizo a la agresora fue identificarla.,23,6,0,0
4,yes,0,0,0,45,4,yes,no,0,0,Lo que Mateo hizo a la rehén fue eliminarla.,23,6,0,0
4,yes,0,0,0,45,5,yes,no,0,0,Lo que Unai hizo a la jovencita fue amarla.,23,6,0,0
4,yes,0,0,0,45,6,yes,no,0,0,Lo que Helena hizo a la criminal fue colgarla.,23,6,0,0
4,yes,0,0,0,45,7,yes,no,0,0,Lo que Martina hizo a la anciana fue atropellarla.,23,6,0,0
4,yes,0,0,0,45,8,yes,no,0,0,Lo que Anna hizo a la maestra fue comprenderla.,23,6,0,0
4,yes,0,0,0,45,9,yes,no,0,0,Lo que Pablo hizo a la turista fue secuestrarla.,23,6,0,0
4,yes,0,0,0,45,10,yes,no,0,0,Lo que Samuel hizo a la infiltrada fue descubrirla.,23,6,0,0
4,yes,0,0,0,45,11,yes,no,0,0,Lo que Tomás hizo a la vieja fue empujarla.,23,6,0,0
4,yes,0,0,0,45,12,yes,no,0,0,Lo que Juan le hizo a la actriz fue golpearla.,23,6,0,0
4,yes,0,0,0,45,13,yes,no,0,0,Lo que Paula hizo a la contrincante fue abatirla.,23,6,0,0
4,yes,0,0,0,45,14,yes,no,0,0,Lo que Miguel hizo a la invitada fue recibirla.,23,6,0,0
4,yes,0,0,0,45,15,yes,no,0,0,Lo que Isabel hizo a la estudiante fue verla.,23,6,0,0
4,yes,0,0,0,45,16,yes,no,0,0,Lo que Valentina hizo a la adversaria fue vencerla.,23,6,0,0
4,yes,0,0,0,45,17,yes,no,0,0,Lo que Carlos le hizo a la conductora fue asaltarla.,23,6,0,0
4,yes,0,0,0,45,18,yes,no,0,0,Lo que Adrián hizo a la mujer fue percibirla.,23,6,0,0
4,yes,0,0,0,45,19,yes,no,0,0,Lo que Gabriela hizo a la amiga fue localizarla.,23,6,0,0
0,no,0,0,0,100,0,no,yes,0,"[1.435910701751709, 0.7306337356567383, 1.037766695022583, 0.4054107666015625, 0.6122338771820068, 0.9026367664337158, 0.6124579906463623, 0.6169037818908691, 1.0405457019805908]",Los niños corrieron a la plaza con sus amigos.,24,1,1,0
0,no,NO,E,1,100,1,no,yes,Llegaron a la universidad cuando ya estaba cerrada.,"[0.8159410953521729, 1.3386211395263672, 0.7235236167907715, 0.8256518840789795, 0.5100979804992676, 0.8304529190063477, 0.7943768501281738, 0.5258433818817139, 0.33513522148132324, 0.8285501003265381]",Los estudiantes llegaron a la universidad antes de que cerrara.,24,1,1,0
0,no,0,0,0,100,2,no,yes,0,"[0.7934467792510986, 0.8656749725341797, 0.7843992710113525, 0.5879952907562256, 0.9457006454467773, 0.7392134666442871, 1.079111099243164, 0.6362371444702148, 0.4777951240539551, 0.6567447185516357]",La conferencia empezará con puntualidad a las diez y media.,24,1,1,0
0,no,0,0,0,100,3,no,yes,0,"[0.5480632781982422, 1.1518023014068604, 0.4160957336425781, 0.8366899490356445, 0.6502604484558105, 0.6500759124755859, 0.8921616077423096, 0.4642484188079834, 0.6975700855255127, 0.5739443302154541]",El ladrón escapó a toda prisa por la puerta trasera.,24,1,1,0
0,no,0,0,0,36,0,no,no,0,"[1.5790705680847168, 0.9008512496948242, 0.5251679420471191, 0.644721269607544, 0.545663595199585, 0.4075922966003418, 0.5048046112060547, 0.538618803024292, 0.578265905380249, 0.6976456642150879, 0.005000591278076172]",Irene oyó a la niña en la sala durante una noche.,24,0,1,0
0,no,NO,E,1,34,1,no,no,Carmen vio una representación teatral.,"[0.7280106544494629, 0.6837105751037598, 0.38471460342407227, 1.9793035984039307, 0.6109147071838379, 0.8555352687835693, 0.7197830677032471, 1.4271254539489746, 0.8491520881652832, 0.8904476165771484]",Carmen odió la vendedora en el cine durante la película.,24,3,1,0
0,no,0,0,0,17,2,no,no,0,"[0.840526819229126, 2.085146427154541, 0.5924084186553955, 0.9648547172546387, 0.7266190052032471, 0.9869136810302734, 1.589658498764038, 0.6395115852355957, 0.7490136623382568, 1.7588229179382324]",Luis zarandeó la mujer en la casa durante algunos minutos.,24,3,1,0
0,no,0,0,0,101,3,no,no,0,"[0.5833971500396729, 0.6466164588928223, 0.6803126335144043, 0.8257889747619629, 0.42637157440185547, 0.5987582206726074, 0.45117855072021484, 1.0877618789672852]",Salimos temprano para evitar el tráfico la carretera.,24,2,1,0
0,no,NO,E,1,100,4,no,no,El tren llegó con retraso.,"[0.8349852561950684, 0.9671592712402344, 0.6289830207824707, 0.7400012016296387, 0.9581542015075684, 0.3759043216705322, 0.6492660045623779, 0.5522785186767578, 0.6731443405151367, 0.7642459869384766]",El tren llegó puntual a la estación bajo la lluvia.,24,2,1,0
0,no,SI,A,1,100,5,no,no,El gato está sobre la manta cerca del sofá.,"[0.743095874786377, 0.9622089862823486, 0.7197890281677246, 0.7075095176696777, 0.6577844619750977, 0.31814098358154297, 0.4065384864807129, 0.875098466873169, 0.7470085620880127, 0.439284086227417]",El gato duerme tranquilo sobre la manta cerca del sofá.,24,2,1,0
0,no,0,0,0,101,6,no,no,0,"[0.5707356929779053, 0.5565381050109863, 0.5430574417114258, 0.6585099697113037, 0.4445521831512451, 0.4810030460357666, 0.4407923221588135, 0.622391939163208, 0.44921255111694336, 0.9212777614593506]",Jorge compró un regalo su novia en el centro comercial.,24,0,1,0
0,no,0,0,0,45,7,no,no,0,"[0.7157511711120605, 0.5988609790802002, 0.6090071201324463, 0.5971693992614746, 0.5038657188415527, 0.41890525817871094, 0.44893789291381836, 0.396348237991333, 0.4886457920074463, 1.5070581436157227]",Gabriela localizó la amiga en la ciudad en dos minutos.,24,3,1,0
0,no,SI,A,1,101,8,no,no,El camarero sonrió.,"[1.0406367778778076, 0.6076922416687012, 0.5765631198883057, 0.5941066741943359, 0.7390069961547852, 0.6338787078857422, 0.5947566032409668, 0.6018760204315186, 0.5691249370574951, 1.2249174118041992, 0.6484863758087158]",El camarero trajo el cuenta a los clientes con una sonrisa.,24,0,1,0
0,no,SI,A,1,100,9,no,no,Ana estaba en la biblioteca.,"[0.4743843078613281, 0.6900246143341064, 1.3278172016143799, 0.6455607414245605, 1.16145920753479, 0.926694393157959, 1.4090721607208252, 0.4187767505645752, 0.34834980964660645, 0.4872903823852539]",Nos encontramos con Ana después de clase en la biblioteca.,24,2,1,0
0,no,SI,A,1,15,10,no,no,Lucia estuvo en una pelea de bar.,"[0.6448748111724854, 0.710343599319458, 0.6970138549804688, 0.6093156337738037, 0.7127771377563477, 1.4613416194915771, 0.38104939460754395, 0.31981348991394043, 0.44145727157592773, 0.5334694385528564, 1.5071110725402832]",Lucía destrozó a una oponente en el bar en diez minutos.,24,1,1,0
0,no,0,0,0,5,11,no,no,0,"[0.48793673515319824, 0.541954517364502, 0.3431720733642578, 0.36663269996643066, 0.3521909713745117, 0.4540286064147949, 0.4339759349822998, 0.35660386085510254, 0.48232483863830566, 0.6453897953033447]",Manuel abrazó la planta en el parque en pocos instantes.,24,5,1,0
0,no,0,0,0,38,12,no,no,0,"[0.5792703628540039, 0.42102742195129395, 0.3849296569824219, 0.3574657440185547, 0.41138529777526855, 0.7375349998474121, 0.41581058502197266, 0.48380613327026367, 0.39285898208618164, 0.547795295715332]",Unai amó la vida en su pueblo durante varios años.,24,5,1,0
0,no,0,0,0,44,13,no,no,0,"[0.6518497467041016, 0.4104595184326172, 0.8732075691223145, 0.6686668395996094, 0.5641260147094727, 0.4235851764678955, 0.5301647186279297, 0.3544809818267822, 0.37070679664611816, 0.5117282867431641]",Martín detectó una intrusa en el hospital en dos minutos.,24,4,1,0
0,no,0,0,0,100,14,no,no,0,"[1.8135721683502197, 0.6986134052276611, 0.8027877807617188, 0.8448209762573242, 0.6056180000305176, 0.4348936080932617, 0.5179016590118408, 0.600250244140625, 0.4320986270904541, 0.6043124198913574]",El niño duerme tranquilo en su cama todas las noches.,24,2,1,0
0,no,SI,A,1,0,15,no,no,La acción tuvo lugar en la calle.,"[0.7565021514892578, 0.7129414081573486, 0.5120770931243896, 0.4799795150756836, 0.5610971450805664, 0.46190404891967773, 0.46839261054992676, 0.5097916126251221, 0.5427336692810059, 0.7554199695587158]",Juan golpeó la piedra en la calle en diez segundos.,24,5,1,0
0,no,0,0,0,11,16,no,no,0,"[0.6060142517089844, 0.7274024486541748, 0.48560309410095215, 0.39786696434020996, 0.5229928493499756, 0.36255693435668945, 0.40047669410705566, 0.3367743492126465, 0.39200639724731445, 0.3955867290496826]",Valeria neutralizó la criminal en la frontera en cinco minutos.,24,3,1,0
0,no,SI,A,1,14,17,no,no,Helena estaba jugando un partido de fútbol.,"[0.5785031318664551, 0.5544576644897461, 0.4650611877441406, 0.23894453048706055, 0.48719167709350586, 0.3099486827850342, 0.34031057357788086, 0.2601616382598877, 0.6646003723144531, 0.5516130924224854, 0.7328488826751709]",Helena derribó a una futbolista en el campo durante el partido.,24,1,1,0
0,no,NO,E,1,100,18,no,no,El niño juega solo en el parque.,"[0.5319492816925049, 0.5354883670806885, 0.47754788398742676, 0.6539947986602783, 0.7255384922027588, 0.5621359348297119, 0.28815698623657227, 0.41709065437316895, 0.45211291313171387, 0.4296560287475586]",El niño juega en el parque con su mejor amigo.,24,2,1,0
0,no,0,0,0,100,19,no,no,0,"[0.4757659435272217, 0.8562831878662109, 0.9418251514434814, 1.0909099578857422, 0.9678432941436768, 1.235854148864746, 0.29449939727783203, 0.36623501777648926, 0.4115760326385498, 0.3565983772277832, 0.5152578353881836]",El jefe asignó una tarea a cada empleado en la reunión.,24,0,1,0
0,no,0,0,0,100,20,no,no,0,"[0.45566534996032715, 0.44135475158691406, 0.5142819881439209, 0.5269582271575928, 0.5383946895599365, 0.4167978763580322, 0.5042569637298584, 0.39743566513061523, 0.41977739334106445, 0.9659905433654785]",Miguel alquiló una bicicleta a un turista en la estación.,24,0,1,0
0,no,SI,A,1,100,21,no,no,Laura se fue a Inglaterra.,"[0.5458207130432129, 0.5369613170623779, 0.3898961544036865, 0.4015624523162842, 0.6940310001373291, 0.3561277389526367, 0.39435911178588867, 0.4163932800292969, 0.5498642921447754, 0.8547871112823486]",Laura se fue de vacaciones a Londres la semana pasada.,24,1,1,0
0,no,SI,A,1,22,22,no,no,Hubo un asedio en la región.,"[0.4542548656463623, 0.41124510765075684, 1.0923786163330078, 0.4270021915435791, 0.9295978546142578, 0.4434185028076172, 0.38381218910217285, 0.314164400100708, 1.0012092590332031, 0.7697029113769531, 0.6601240634918213]",Carla asedió a la contrincante en la región durante bastante tiempo.,24,0,1,0
